Age,Monthly Income (INR),Risk Appetite,Time Horizon (Years),Investment Goal,Recommended SIP Funds,score,Predicted Score,Cluster
28,79456,2,15,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",23845.899999999998,23792.755735578892,2
53,58759,0,2,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",17638.8,17639.79990179932,1
37,129202,0,15,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",38771.3,38816.466465189675,0
49,50444,2,18,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",15147.299999999997,15232.100170690204,2
57,59475,2,16,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",17857.700000000004,17835.7278672686,2
54,81299,1,8,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",24402.5,24434.3211756265,0
52,139483,2,16,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",41859.0,41874.4960704624,2
31,103987,1,18,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",31206.199999999997,31171.24245690729,1
28,99299,0,10,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",29797.399999999994,29750.378921635493,1
33,94323,2,16,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",28307.3,28282.77278619874,2
42,70737,2,4,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",21230.7,21226.022861360932,2
24,32820,1,20,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",9855.0,9934.092520074717,1
51,78584,1,20,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",23589.800000000003,23568.60190659016,0
34,144522,2,4,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",43364.8,43395.65975817221,2
45,105250,2,6,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",31585.800000000003,31526.654495668125,2
22,36310,0,5,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",10898.6,10860.79714934018,0
44,79896,0,2,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",23978.2,23936.271588926025,0
21,137711,0,17,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",41321.09999999999,41247.57173647355,0
52,131507,1,4,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",39463.6,39428.12517692923,1
46,75114,1,9,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",22545.5,22652.481633838754,1
41,44862,0,2,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",13467.300000000001,13488.061184539189,1
43,99109,2,8,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",29743.399999999994,29755.61372154189,2
44,85072,2,19,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",25534.8,25506.02233582835,2
38,67024,1,3,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",20115.6,20118.926867330687,1
39,112731,0,7,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",33828.8,33831.58397610603,0
22,131722,1,15,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",39524.399999999994,39566.13193536125,0
21,47681,0,9,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",14310.599999999999,14356.130166926128,0
38,63292,0,16,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",18998.399999999998,18954.57884041821,1
50,20592,0,14,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",6190.5,6254.439662096874,1
29,39017,0,3,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",11711.5,11728.763401055974,1
29,90229,1,12,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",27077.300000000003,27113.163852137604,0
60,95210,2,15,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",28578.5,28680.93064402818,2
23,84062,0,1,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",25223.6,25230.983231581995,0
37,75639,2,13,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",22702.2,22661.731265831026,2
47,92419,2,3,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",27736.4,27750.42941058927,2
41,107096,2,18,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",32141.3,32092.94748111976,2
41,91551,2,17,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",27477.600000000002,27484.15977424957,2
24,108527,2,2,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",32563.7,32521.186025300227,2
41,145758,0,5,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",43736.799999999996,43781.6406662693,0
54,134848,2,13,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",40468.200000000004,40351.045510809156,2
50,108777,0,17,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",32646.8,32663.511420706127,0
38,53668,2,20,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",16112.6,16066.24330381081,2
29,80993,2,5,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",24305.399999999998,24311.687471435853,2
52,49143,0,9,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",14755.099999999999,14823.486508883805,1
58,129806,1,20,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",38957.59999999999,38944.28975615169,1
29,119525,1,16,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",35866.7,35832.79522374607,1
31,30734,2,8,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",9228.699999999999,9262.66439640871,2
29,97594,1,6,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",29285.600000000002,29257.498804176168,0
32,20561,1,8,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",6176.7,6304.739627787477,0
29,102140,2,8,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",30650.1,30690.876342244937,2
40,83096,2,3,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",24938.0,24863.222955504105,2
49,129556,2,4,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",38878.100000000006,38816.712352201896,2
30,127888,1,15,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",38375.799999999996,38368.7217487188,0
33,82209,1,18,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",24673.199999999997,24711.406261054723,1
22,31962,2,13,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",9596.1,9568.51491878639,2
53,50775,2,2,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",15243.9,15207.196969146407,2
33,137147,1,19,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",41154.799999999996,41156.359210121904,1
52,25956,1,12,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",7799.899999999999,7839.287789646529,1
44,84581,1,14,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",25386.199999999997,25500.18277518754,1
44,115552,2,18,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",34678.700000000004,34652.59162528716,2
60,95831,2,16,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",28765.0,28774.189793226484,2
48,123477,1,17,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",37056.399999999994,37096.018188300935,1
59,54903,0,17,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",16486.1,16511.915599894513,1
36,36385,2,14,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",10926.0,10849.636865489772,2
52,76619,2,20,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",23000.600000000002,23047.254963136354,2
36,94974,1,16,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",28503.000000000004,28488.33698415733,0
24,89189,0,1,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",26761.7,26727.275373059678,1
46,105123,1,3,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",31546.899999999998,31523.96278484616,1
60,100820,0,2,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",30258.4,30217.728209549856,1
58,149656,2,6,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",44909.99999999999,44605.86033669708,2
45,114482,0,6,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",34354.799999999996,34325.43925068694,1
54,139590,1,9,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",41889.8,41888.946159165476,1
26,141146,2,8,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",42351.299999999996,42362.79807627522,2
47,131252,2,1,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",39385.7,39373.15481622348,2
33,87809,0,15,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",26352.3,26428.82207987214,1
39,56515,2,5,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",16963.8,16876.15333847018,2
40,70163,2,10,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",21059.399999999998,21072.243266038382,2
50,30423,1,11,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",9139.6,9091.472876982953,0
53,20474,1,5,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",6154.0,6337.625301635215,1
31,125435,2,11,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",37639.49999999999,37628.853217153934,2
58,140191,0,8,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",42070.799999999996,42031.424460029266,0
47,42124,2,20,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",12651.199999999999,12573.000138941637,2
25,61001,0,15,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",18308.399999999998,18310.470244182034,1
27,93661,1,9,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",28105.8,28120.566621917387,1
26,127951,1,5,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",38391.99999999999,38403.77065497834,0
41,83895,0,4,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",25177.8,25245.492528920215,0
60,73477,1,16,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",22058.7,22021.810156291092,0
54,31621,0,14,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",9499.899999999998,9472.732178626215,1
52,103824,2,4,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",31159.0,31184.112409874062,2
30,110280,2,3,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",33091.3,33150.10829459355,2
60,51212,0,15,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",15378.8,15441.389086003936,0
37,110085,1,19,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",33037.200000000004,33074.002799333386,0
25,144416,2,17,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",43333.799999999996,43225.60308811701,2
27,145032,1,12,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",43517.9,43555.99571472927,0
25,119377,1,7,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",35820.0,35842.00876725703,0
23,32862,1,18,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",9867.300000000001,9862.413372854115,0
55,109323,2,2,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",32808.700000000004,32820.30213129303,2
57,91288,2,1,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",27398.600000000002,27444.636160581573,2
30,49401,2,6,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",14828.1,14826.941296703815,2
38,52507,0,7,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",15761.3,15811.579912969633,0
22,55613,2,12,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",16691.4,16718.566486621006,2
44,41497,1,10,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",12460.300000000001,12431.220843512845,0
45,59665,2,12,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",17911.500000000004,17942.312562504343,2
34,44841,0,4,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",13460.199999999997,13427.408896023362,0
56,76558,1,14,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",22981.699999999997,22973.322193580454,1
30,63993,0,1,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",19204.399999999998,19207.23832208905,0
34,72719,1,2,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",21823.300000000003,21813.619769582947,0
27,36017,0,1,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",10811.0,10762.842596123684,0
33,124628,2,17,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",37398.9,37400.422458894114,2
55,98993,0,9,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",29710.999999999996,29624.77411717162,0
49,123531,1,20,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",37073.49999999999,37086.87929600392,0
38,91562,0,1,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",27476.499999999996,27465.502002893933,1
42,79224,0,8,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",23777.2,23808.53878297285,1
47,126144,2,2,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",37853.6,37896.387430441035,2
27,120922,2,16,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",36285.7,36334.6028281167,2
51,99813,0,12,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",29956.6,30002.22689668977,1
25,50028,1,3,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",15014.2,15027.878514892798,1
56,31509,2,14,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",9467.399999999998,9472.694134230182,2
43,59131,0,7,3,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",17749.6,17827.126671498885,0
59,93951,1,20,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",28201.5,28140.17028067237,0
21,81981,2,12,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",24601.300000000003,24593.864073022065,2
34,116660,2,19,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",35009.30000000001,35023.55371479891,2
22,125850,0,4,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",37760.200000000004,37752.75737705419,1
52,54893,2,14,3,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",16481.8,16520.932042959237,2
46,63331,0,4,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",19009.399999999998,19066.719859896522,1
21,147040,1,3,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",44117.299999999996,44100.29482652092,0
31,44730,2,3,0,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",13426.2,13420.093769399415,2
46,136562,0,10,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",40979.899999999994,41001.965110724865,1
24,79666,0,16,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",23907.899999999998,23911.096427908808,1
26,60314,2,2,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",18100.300000000003,18150.399193801528,2
38,80127,1,6,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",24047.1,24066.564781038538,1
54,71778,0,14,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",21547.199999999997,21565.81083462354,0
39,79868,0,17,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",23971.8,23932.976306871198,0
23,25637,2,5,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",7697.299999999999,7738.959706664523,2
31,21257,1,7,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",6384.899999999999,6361.384674395342,1
53,53151,2,18,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",15960.0,16038.315065163866,2
41,73529,0,3,2,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",22067.7,22033.212729317933,0
57,24728,1,13,0,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",7432.599999999999,7388.105926353339,1
35,109320,2,9,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",32805.4,32806.97349391398,2
29,48418,1,5,3,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",14532.699999999999,14524.268737271861,0
32,26241,2,12,2,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",7881.699999999998,7839.495637210593,2
59,43378,1,8,2,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",13027.2,13047.12318820255,0
21,121701,0,3,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",36515.19999999999,36495.94840076548,1
29,54401,0,9,0,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",16327.899999999998,16261.962714124813,1
21,100786,0,7,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",30241.5,30179.040946369943,1
22,72372,0,6,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",21717.3,21702.807082541814,1
53,47894,2,3,1,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund",14379.9,14364.798750187008,2
60,28667,1,18,1,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund",8616.000000000002,8585.50470270056,1
34,20827,0,19,1,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund",6258.8,6235.194802982449,1
