Age,Monthly Income (INR),Risk Appetite,Time Horizon (Years),Investment Goal,Recommended SIP Funds
30,49401,Moderate,6,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
38,52507,High,7,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
22,55613,Moderate,12,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
44,41497,Low,10,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
45,59665,Moderate,12,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
34,44841,High,4,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
56,76558,Low,14,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
30,63993,High,1,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
34,72719,Low,2,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
27,36017,High,1,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
33,124628,Moderate,17,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
55,98993,High,9,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
49,123531,Low,20,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
38,91562,High,1,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
42,79224,High,8,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
47,126144,Moderate,2,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
27,120922,Moderate,16,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
51,99813,High,12,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
25,50028,Low,3,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
56,31509,Moderate,14,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
43,59131,High,7,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
59,93951,Low,20,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
21,81981,Moderate,12,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
34,116660,Moderate,19,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
22,125850,High,4,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
52,54893,Moderate,14,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
46,63331,High,4,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
21,147040,Low,3,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
31,44730,Moderate,3,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
46,136562,High,10,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
24,79666,High,16,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
26,60314,Moderate,2,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
38,80127,Low,6,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
54,71778,High,14,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
39,79868,High,17,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
23,25637,Moderate,5,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
31,21257,Low,7,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
53,53151,Moderate,18,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
41,73529,High,3,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
57,24728,Low,13,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
35,109320,Moderate,9,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
29,48418,Low,5,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
32,26241,Moderate,12,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
59,43378,Low,8,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
21,121701,High,3,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
29,54401,High,9,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
21,100786,High,7,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
22,72372,High,6,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
53,47894,Moderate,3,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
60,28667,Low,18,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
34,20827,High,19,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
21,47324,High,1,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
42,24052,Low,14,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
21,29057,High,19,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
36,44762,Low,13,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
22,57845,Moderate,1,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
52,51518,Moderate,12,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
31,33930,Moderate,19,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
42,111333,Moderate,14,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
28,79038,Moderate,8,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
60,27943,Low,16,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
47,141881,High,15,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
46,25627,Moderate,10,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
43,44105,Low,3,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
47,89588,High,7,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
34,131088,High,20,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
21,36840,Moderate,12,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
28,133601,High,11,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
40,36558,High,10,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
20,66938,Moderate,13,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
31,132180,Moderate,9,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
37,64708,Low,5,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
38,111606,Moderate,9,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
21,31018,High,2,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
59,52749,Moderate,5,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
53,22673,Moderate,17,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
60,101646,Moderate,12,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
41,38395,Low,12,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
51,75939,Low,16,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
28,48451,Low,16,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
43,108263,Low,12,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
52,77562,Moderate,20,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
35,77086,High,15,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
23,44075,High,14,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
32,57761,Low,7,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
34,86298,High,20,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
60,69295,High,3,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
56,58075,Moderate,11,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
38,53871,Low,7,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
31,33024,High,14,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
27,93442,High,1,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
59,54097,Moderate,19,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
22,73844,High,19,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
59,99752,Moderate,13,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
26,136020,Low,5,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
20,127643,High,15,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
57,45946,Moderate,7,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
22,37656,Moderate,7,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
37,32889,High,4,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
53,133276,High,11,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
46,30976,Low,18,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
25,139556,Moderate,10,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
50,35218,High,19,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
23,124675,High,19,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
60,64040,High,13,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
24,44959,High,19,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
47,78005,Moderate,16,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
29,120028,Low,6,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
31,82071,Moderate,6,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
58,109616,High,10,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
59,69993,Low,7,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
47,48588,Moderate,2,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
53,30532,Low,5,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
37,105075,Low,5,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
54,145549,Low,1,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
54,108916,Low,11,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
36,122004,Moderate,13,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
37,128218,Low,17,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
59,37595,High,1,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
35,41092,High,11,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
53,104026,Moderate,9,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
35,124820,High,10,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
21,129048,Low,20,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
38,145959,Moderate,18,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
47,25548,High,13,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
55,59277,Low,20,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
40,128279,Moderate,17,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
53,110158,Low,9,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
59,106457,High,6,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
29,46721,Moderate,18,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
37,20938,High,20,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
27,97034,Low,2,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
40,64579,High,13,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
32,106945,High,20,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
46,55101,Moderate,6,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
48,68358,Low,7,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
60,91530,Moderate,20,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
44,63323,High,19,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
25,53062,High,3,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
47,52827,Low,8,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
33,30762,Moderate,2,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
24,127897,Moderate,14,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
21,35411,Low,16,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
46,128802,Moderate,4,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
47,129348,Low,11,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
59,148435,Low,11,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
56,117217,Moderate,3,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
35,76926,Low,6,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
34,126904,Low,15,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
34,57361,Moderate,6,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
27,38888,High,4,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
34,31405,Low,10,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
24,145016,High,10,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
55,116277,Moderate,3,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
57,89267,Moderate,9,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
30,36050,Low,14,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
28,126470,Low,15,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
47,118233,Moderate,12,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
25,149328,High,15,Retirement,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
46,79401,Low,13,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
44,62014,Low,19,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
35,20320,Moderate,13,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
27,100154,High,6,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
46,90516,Moderate,12,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
36,26465,High,4,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
35,29109,Low,13,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
33,143823,High,18,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
43,146263,Moderate,8,Tax Saving,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
20,75624,Low,4,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
59,53149,Moderate,19,Retirement,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
23,33789,Moderate,7,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
46,93022,High,8,Wealth Creation,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
44,44090,High,18,Other,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
60,140005,Low,16,Wealth Creation,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
33,139341,Low,2,Other,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
57,79050,Low,11,Retirement,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
25,69661,Moderate,3,Wealth Creation,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
42,25694,High,11,Tax Saving,"Mirae Asset Emerging Bluechip Fund, Axis Midcap Fund, SBI Small Cap Fund"
48,38692,Low,13,Tax Saving,"HDFC Hybrid Debt Fund, ICICI Prudential Equity & Debt Fund, Kotak Balanced Advantage Fund"
33,124700,Moderate,17,Other,"Axis Bluechip Fund, Mirae Asset Large Cap Fund, ICICI Prudential Balanced Advantage Fund"
